seed,policy,m0,m1,retention,majority_g1
0,top_k,0.1322222222222222,0.1036111111111111,0.7836134453781513,0.6891666666666667
0,rand_k,0.1322222222222222,0.14416666666666667,1.0903361344537816,0.5675
0,bottom_k,0.1322222222222222,0.18083333333333332,1.3676470588235294,0.4575
1,top_k,0.13305555555555557,0.06472222222222222,0.4864300626304801,0.8058333333333333
1,rand_k,0.13305555555555557,0.15916666666666665,1.1962421711899789,0.5225
1,bottom_k,0.13305555555555557,0.20166666666666666,1.5156576200417535,0.395
2,top_k,0.09277777777777778,0.0725,0.7814371257485029,0.7825
2,rand_k,0.09277777777777778,0.09666666666666666,1.0419161676646707,0.71
2,bottom_k,0.09277777777777778,0.14694444444444443,1.583832335329341,0.5591666666666667
